preference_key,movie_title,star_cast,rating,year,place,vote,link
5,Dersu Uzala,"Akira Kurosawa (dir.), Maksim Munzuk, Yuriy Solomin",8.015488073006356,1975,240,,/title/tt0071411/
1,La vida de Brian,"Terry Jones (dir.), Graham Chapman, John Cleese",8.0148556159877,1979,241,,/title/tt0079470/
2,Babam ve Oglum,"Cagan Irmak (dir.), Çetin Tekindor, Fikret Kuskan",8.014162661339695,2005,242,,/title/tt0476735/
3,Sucedió una noche,"Frank Capra (dir.), Clark Gable, Claudette Colbert",8.01370459745742,1934,243,,/title/tt0025316/
4,La novicia rebelde,"Robert Wise (dir.), Julie Andrews, Christopher Plummer",8.013535537804527,1965,244,,/title/tt0059742/
5,The Handmaiden,"Park Chan-wook (dir.), Kim Min-hee, Ha Jung-woo",8.008983102889387,2016,245,,/title/tt4016934/
1,Aladdín,"Ron Clements (dir.), Scott Weinger, Robin Williams",8.006991545933527,1992,246,,/title/tt0103639/
2,Gandhi,"Richard Attenborough (dir.), Ben Kingsley, John Gielgud",8.006685765262894,1982,247,,/title/tt0083987/
3,Historias cruzadas,"Tate Taylor (dir.), Emma Stone, Viola Davis",8.004711888534583,2011,248,,/title/tt1454029/
4,La bella y la bestia,"Gary Trousdale (dir.), Paige O'Hara, Robby Benson",8.003149008505924,1991,249,,/title/tt0101414/
5,Jai Bhim,"T.J. Gnanavel (dir.), Suriya, Lijo Mol Jose",8.002783311911111,2021,250,,/title/tt15097216/
